Entry Order,Block,Patch,Corner,Dist,Species,2015 Survival Status,Position,Alive?,Repro Status,Recruit Count,Subset?,Quandrant?,Notes,Location_Info_Incorrect (1 = incorrect)
2472,53S,D,I,a,AB,1,1,1,0,0,,,,
2473,53S,D,I,a,GD,1,2,1,,,,,,
2474,53S,D,I,a,NG,1,3,1,0,0,,,,
2752,54S,B,II,d,SS,0,6,0,,,,,recruit count?,
2476,53S,D,I,a,LE,1,6,0,,1,,,,
2477,53S,D,I,a,CB,1,7,0,,0,,,,
2478,53S,D,I,a,SS,1,8,1,1,4,,,,
2479,53S,D,I,b,CB,0,2,0,,0,,,,
2480,53S,D,I,b,SS,1,3,1,1,8,,,,
2481,53S,D,I,b,GD,0,4,0,,,,,,
2482,53S,D,I,b,NG,1,5,1,1,0,,,,
2483,53S,D,I,b,AV,1,6,0,,0,,,,
2484,53S,D,I,b,AB,1,7,1,0,0,,,,
2485,53S,D,I,b,LE,1,8,1,0,0,,,,
2753,54S,B,II,d,NG,1,8,1,1,,,,recruit count?,
2487,53S,D,I,c,GD,1,2,1,,,,,,
2488,53S,D,I,c,NG,1,3,1,1,0,,,,
2489,53S,D,I,c,LE,1,4,1,0,1,,,,
2490,53S,D,I,c,AB,1,5,1,0,8,1,3,,
2491,53S,D,I,c,AV,1,6,0,,0,,,,
2492,53S,D,I,c,SS,1,7,1,1,0,,,,
2493,53S,D,I,d,SS,0,2,0,,0,,,,
2494,53S,D,I,d,CB,1,3,1,1,0,,,,
2495,53S,D,I,d,AV,1,4,1,1,0,,,,
2496,53S,D,I,d,NG,1,5,1,1,0,,,,
2497,53S,D,I,d,LE,0,6,0,,0,,,,
2498,53S,D,I,d,GD,0,7,0,,,,,,
2499,53S,D,I,d,AB,1,8,1,0,0,,,,
2500,53S,D,II,a,NG,1,3,1,0,0,,,,
2501,53S,D,II,a,AV,1,4,1,1,0,,,,
2502,53S,D,II,a,CB,1,5,1,0,0,,,,
2503,53S,D,II,a,LE,0,6,0,,0,,,,
2504,53S,D,II,a,GD,1,7,1,,,,,,
2505,53S,D,II,a,AB,1,8,1,0,0,,,,
2506,53S,D,II,a,SS,1,9,1,1,0,,,,
2507,53S,D,II,b,CB,1,2,1,1,2,,,,
2508,53S,D,II,b,AV,1,3,1,0,1,,,,
2509,53S,D,II,b,GD,0,4,0,,,,,,
2510,53S,D,II,b,AB,1,5,1,0,7,,,,
2511,53S,D,II,b,SS,1,6,1,1,0,,,,
2512,53S,D,II,b,LE,1,8,0,,0,,,,
2513,53S,D,II,b,NG,1,9,0,,0,,,,
2514,53S,D,II,c,NG,1,2,1,1,16,,,,
2515,53S,D,II,c,AB,1,3,1,0,0,,,,
2516,53S,D,II,c,AV,0,5,0,,0,,,,
2517,53S,D,II,c,LE,1,6,0,,0,,,,
2518,53S,D,II,c,SS,0,7,0,,0,,,,
2519,53S,D,II,c,CB,1,8,1,0,18,,,,
2520,53S,D,II,c,GD,1,9,1,,,,,,
2521,53S,D,II,d,AV,0,3,0,,0,,,,
2522,53S,D,II,d,CB,1,4,1,1,0,,,,
2523,53S,D,II,d,NG,1,5,1,1,0,,,,
2524,53S,D,II,d,GD,1,6,1,,,,,,
2525,53S,D,II,d,LE,0,7,0,,0,,,,
2526,53S,D,II,d,SS,0,8,0,,0,,,,
2527,53S,D,II,d,AB,1,9,1,0,0,,,,
2528,53S,D,III,a,CB,1,1,1,1,0,,,,
2529,53S,D,III,a,AV,0,2,0,,0,,,,
2530,53S,D,III,a,LE,0,3,0,,0,,,,
2531,53S,D,III,a,GD,1,5,1,,,,,,
2532,53S,D,III,a,NG,1,6,1,1,0,,,,
2533,53S,D,III,a,SS,1,7,1,1,7,,,,
2534,53S,D,III,a,AB,1,8,1,0,0,,,,
2535,53S,D,III,b,SS,1,2,1,1,0,,,,
2536,53S,D,III,b,GD,0,4,0,,,,,,
2537,53S,D,III,b,CB,0,5,0,,0,,,,
2538,53S,D,III,b,LE,0,6,0,,0,,,,
2539,53S,D,III,b,AB,1,7,1,1,16,1,1,,
2540,53S,D,III,b,AV,1,8,0,,0,,,,
2541,53S,D,III,b,NG,1,9,1,1,0,,,,
2542,53S,D,III,c,NG,1,2,1,1,0,,,,
2543,53S,D,III,c,AB,1,3,1,0,0,,,,
2544,53S,D,III,c,GD,1,5,1,,,,,,
2825,54S,C,I,c,CB,1,2,0,,,,,recruit count?,
2546,53S,D,III,c,LE,0,7,0,,0,,,,
2898,54S,C,IV,a,LE,1,7,0,,,,,recruit count?,
2548,53S,D,III,c,CB,1,9,1,1,8,,,,
2549,53S,D,III,d,AV,1,2,1,1,2,,,,
3013,54S,D,IV,b,AB,1,2,1,1,,,,recruit count?,
2551,53S,D,III,d,LE,1,5,1,1,0,,,,
2552,53S,D,III,d,GD,0,6,0,,,,,,
2553,53S,D,III,d,NG,1,7,1,1,2,,,,
2554,53S,D,III,d,SS,0,8,0,,0,,,,
2555,53S,D,III,d,AB,1,9,1,0,0,,,,
2556,53S,D,IV,a,CB,1,2,1,1,0,,,,
2557,53S,D,IV,a,SS,1,4,1,1,0,,,,
2558,53S,D,IV,a,LE,1,5,1,1,0,,,,
2559,53S,D,IV,a,AV,1,6,1,1,0,,,,
2560,53S,D,IV,a,GD,1,7,1,,,,,,
2561,53S,D,IV,a,NG,1,8,1,1,0,,,,
2562,53S,D,IV,a,AB,1,9,1,0,0,,,,
2563,53S,D,IV,b,AB,1,1,1,0,0,,,,
2564,53S,D,IV,b,AV,0,2,0,,0,,,,
2565,53S,D,IV,b,CB,1,3,1,1,2,,,,
2566,53S,D,IV,b,NG,0,4,0,,0,,,,
2567,53S,D,IV,b,SS,1,5,1,1,13,,,,
2568,53S,D,IV,b,GD,0,6,0,,,,,,
2569,53S,D,IV,b,LE,0,7,0,,0,,,,
2570,53S,D,IV,c,SS,1,2,1,1,0,,,,
2571,53S,D,IV,c,AV,1,3,1,1,2,,,,
3020,54S,D,IV,c,LE,1,2,1,1,,,,recruit count?,
2573,53S,D,IV,c,LE,1,6,0,,0,,,,
2574,53S,D,IV,c,NG,1,7,1,0,0,,,,
2575,53S,D,IV,c,AB,1,8,1,0,0,,,,
2576,53S,D,IV,c,CB,1,9,1,1,0,,,,
2577,53S,D,IV,d,AV,1,2,1,0,2,,,,
2578,53S,D,IV,d,SS,1,3,1,1,9,,,,
2579,53S,D,IV,d,NG,1,5,1,1,65,1,2,,
2580,53S,D,IV,d,GD,0,6,0,,,,,,
2581,53S,D,IV,d,LE,0,7,0,,0,,,,
2582,53S,D,IV,d,AB,1,8,1,0,1,,,,
2583,53S,D,IV,d,CB,0,9,0,,0,,,,
2584,53S,E,I,a,NG,1,1,1,0,0,,,,
2585,53S,E,I,a,CB,0,2,0,,0,,,,
2586,53S,E,I,a,LE,1,3,1,1,1,,,,
2587,53S,E,I,a,GD,0,4,0,,,,,,
2588,53S,E,I,a,SS,1,5,1,1,7,,,,
2589,53S,E,I,a,AV,1,7,1,1,0,,,,
2590,53S,E,I,a,AB,1,8,1,0,0,,,,
2591,53S,E,I,b,SS,1,1,1,1,9,,,,
2592,53S,E,I,b,GD,0,2,0,,,,,,
2593,53S,E,I,b,NG,1,4,1,0,0,,,,
2594,53S,E,I,b,AB,1,5,1,0,0,,,,
2595,53S,E,I,b,CB,1,6,1,0,0,,,,
2596,53S,E,I,b,LE,0,7,1,0,5,,,,
2597,53S,E,I,b,AV,1,8,1,1,4,,,,
2598,53S,E,I,c,AV,1,2,1,0,0,,,,
2599,53S,E,I,c,GD,1,3,1,,,,,,
2600,53S,E,I,c,NG,1,4,1,1,0,,,,
2601,53S,E,I,c,LE,0,5,0,,0,,,,
2602,53S,E,I,c,AB,1,6,1,0,0,,,,
2603,53S,E,I,c,SS,0,7,0,,0,,,,
2604,53S,E,I,c,CB,1,8,1,1,1,,,,
2605,53S,E,I,d,GD,0,2,0,,,,,,
2606,53S,E,I,d,CB,1,3,1,0,0,,,,
2607,53S,E,I,d,AB,1,4,1,0,0,,,,
2608,53S,E,I,d,NG,1,5,1,1,29,1,2,,
2609,53S,E,I,d,SS,0,6,0,,0,,,,
2610,53S,E,I,d,LE,0,8,0,,1,,,,
2611,53S,E,I,d,AV,1,9,1,1,0,,,,
2612,53S,E,II,a,AB,1,2,1,0,0,,,,
2613,53S,E,II,a,LE,1,3,0,,5,,,,
2614,53S,E,II,a,CB,1,4,1,0,0,,,,
2615,53S,E,II,a,SS,1,5,1,1,14,,,,
2616,53S,E,II,a,GD,1,6,1,,,,,,
2617,53S,E,II,a,NG,1,7,1,1,0,,,,
2618,53S,E,II,a,AV,1,8,1,0,4,,,,
2619,53S,E,II,b,LE,0,1,0,,0,,,,
2620,53S,E,II,b,AV,1,2,1,1,0,,,,
2621,53S,E,II,b,AB,1,3,1,0,0,,,,
2622,53S,E,II,b,CB,0,5,0,,0,,,,
2623,53S,E,II,b,GD,0,6,0,,,,,,
2624,53S,E,II,b,SS,1,7,1,1,0,,,,
2625,53S,E,II,b,NG,1,8,1,1,6,,,,
2626,53S,E,II,c,LE,0,2,0,0,1,,,,
3022,54S,D,IV,c,AV,1,5,1,1,,,,recruit count?,
2628,53S,E,II,c,GD,1,4,0,,,,,,
2629,53S,E,II,c,AV,1,5,1,1,5,,,,
2630,53S,E,II,c,GD,1,5,,,,,,,
2631,53S,E,II,c,NG,1,6,1,1,0,,,,
2632,53S,E,II,c,SS,1,7,1,1,0,,,,
2633,53S,E,II,c,AB,1,8,1,0,0,,,,
2634,53S,E,II,c,CB,1,9,1,0,0,,,,
3023,54S,D,IV,c,AB,1,6,1,1,,,,recruit count?,
2636,53S,E,II,d,LE,0,2,0,0,1,,,,
2637,53S,E,II,d,NG,1,3,1,0,0,,,,
2638,53S,E,II,d,SS,0,5,0,,0,,,,
2639,53S,E,II,d,AB,0,6,0,,0,,,,
2640,53S,E,II,d,CB,1,7,1,0,1,,,,
2641,53S,E,II,d,GD,0,8,0,,,,,,
2642,53S,E,III,a,AV,1,1,1,1,0,,,,
2643,53S,E,III,a,CB,1,2,1,1,0,,,,
2644,53S,E,III,a,GD,0,3,0,,,,,,
2645,53S,E,III,a,LE,1,4,1,0,0,,,,
2646,53S,E,III,a,NG,1,5,1,0,0,,,,
2647,53S,E,III,a,SS,1,6,1,1,7,,,,
2648,53S,E,III,a,AB,1,8,1,0,0,,,,
2649,53S,E,III,b,GD,1,2,1,,,,,,
2650,53S,E,III,b,LE,1,3,1,1,5,,,,
2651,53S,E,III,b,AV,1,4,1,1,2,,,,
2652,53S,E,III,b,NG,0,5,0,,0,,,,
2653,53S,E,III,b,CB,1,6,1,1,0,,,,
2654,53S,E,III,b,AB,1,7,1,0,6,,,,
2655,53S,E,III,b,SS,1,8,1,1,5,,,,
2656,53S,E,III,c,LE,0,3,0,,1,,,,
2657,53S,E,III,c,GD,0,4,0,,,,,,
2658,53S,E,III,c,AV,1,5,1,1,1,,,,
2659,53S,E,III,c,SS,0,6,0,,2,,,,
2660,53S,E,III,c,CB,0,7,0,,4,,,,
2661,53S,E,III,c,NG,1,8,1,1,0,,,,
2662,53S,E,III,c,AB,1,9,1,0,0,,,,
2663,53S,E,III,d,CB,1,2,1,1,10,,,,
2664,53S,E,III,d,LE,0,3,0,,0,,,,
2665,53S,E,III,d,AV,1,4,1,1,0,,,,
2072,53N,D,II,d,GD,0,1,0,,,,,recruit counts?,
2667,53S,E,III,d,AB,0,6,0,,0,,,,
2668,53S,E,III,d,GD,0,7,0,,,,,,
2669,53S,E,III,d,NG,1,8,1,1,0,,,,
2670,53S,E,IV,a,GD,1,2,1,,,,,,
2671,53S,E,IV,a,NG,1,3,1,1,0,,,,
2672,53S,E,IV,a,LE,1,5,1,0,9,,,,
2673,53S,E,IV,a,CB,1,6,1,0,0,,,,
2674,53S,E,IV,a,AV,1,7,1,1,7,,,,
2675,53S,E,IV,a,AB,1,8,1,0,0,,,,
2676,53S,E,IV,a,SS,0,9,0,,0,,,,
2677,53S,E,IV,b,AB,1,2,1,0,0,,,,
2678,53S,E,IV,b,CB,0,3,0,,0,,,,
2679,53S,E,IV,b,NG,1,4,1,1,7,,,,
2680,53S,E,IV,b,LE,1,5,0,,0,,,senesced,
2681,53S,E,IV,b,SS,1,6,1,1,1,,,,
2682,53S,E,IV,b,GD,1,8,1,,,,,,
773,10,D,IV,b,CB,1,7,1,1,13,,,senesced,
2684,53S,E,IV,c,AV,0,2,0,,0,,,,
2685,53S,E,IV,c,GD,0,3,0,,,,,,
2686,53S,E,IV,c,SS,1,5,1,1,7,,,,
2687,53S,E,IV,c,NG,1,6,1,1,0,,,,
2688,53S,E,IV,c,AB,0,7,0,,0,,,,
2689,53S,E,IV,c,CB,1,8,1,0,0,,,,
2690,53S,E,IV,c,LE,0,9,0,,0,,,,
2691,53S,E,IV,d,LE,1,3,1,1,0,,,,
2692,53S,E,IV,d,AB,1,4,1,0,0,,,,
2693,53S,E,IV,d,AV,1,5,0,,0,,,,
2694,53S,E,IV,d,NG,1,6,1,1,0,,,,
2695,53S,E,IV,d,CB,1,7,1,0,0,,,,
2696,53S,E,IV,d,GD,0,8,0,,,,,,
2697,53S,E,IV,d,SS,0,9,0,,0,,,,
2698,54S,B,I,a,AB,0,1,0,,0,,,,
2699,54S,B,I,a,CB,1,2,1,1,1,,,,
2700,54S,B,I,a,GD,0,3,0,,,,,,
2701,54S,B,I,a,NG,1,4,1,1,0,,,,
2702,54S,B,I,a,LE,1,5,1,1,11,,,,
2703,54S,B,I,a,AV,1,7,1,1,0,,,,
2704,54S,B,I,a,SS,1,8,0,,0,,,,
2705,54S,B,I,b,CB,1,1,1,1,0,,,,
2706,54S,B,I,b,GD,0,2,1,,,,,,
2707,54S,B,I,b,NG,1,3,1,1,0,,,,
2708,54S,B,I,b,AV,1,5,1,1,3,,,,
2709,54S,B,I,b,SS,1,6,1,1,1,,,,
2710,54S,B,I,b,AB,0,7,0,,0,,,,
2711,54S,B,I,b,LE,1,8,1,1,5,,,,
2712,54S,B,I,c,CB,0,2,0,,0,,,,
2713,54S,B,I,c,SS,0,3,0,,0,,,,
2714,54S,B,I,c,AV,0,4,0,,0,,,,
2715,54S,B,I,c,AB,0,5,0,,0,,,,
2716,54S,B,I,c,LE,0,6,0,,0,,,,
2717,54S,B,I,c,GD,0,7,0,,0,,,,
2718,54S,B,I,c,NG,1,8,1,1,0,,,,
2719,54S,B,I,d,AV,1,2,1,1,1,,,,
2720,54S,B,I,d,GD,0,3,0,,,,,,
2721,54S,B,I,d,LE,0,4,0,,0,,,,
2722,54S,B,I,d,NG,1,5,1,1,0,,,,
2723,54S,B,I,d,CB,1,6,1,1,0,,,,
2724,54S,B,I,d,AB,0,7,0,,0,,,,
2725,54S,B,I,d,SS,0,8,0,,0,,,,
2726,54S,B,II,a,CB,1,2,1,1,0,,,,
2727,54S,B,II,a,GD,1,4,1,,,,,,
2728,54S,B,II,a,SS,0,5,0,,0,,,,
2729,54S,B,II,a,AB,1,6,1,1,13,1,3,,
2730,54S,B,II,a,AV,1,7,1,1,3,,,,
2731,54S,B,II,a,NG,1,8,1,0,0,,,,
2732,54S,B,II,a,LE,1,9,1,1,26,,,,
2733,54S,B,II,b,LE,1,2,1,0,16,,,,
2734,54S,B,II,b,CB,1,3,1,1,0,,,,
2735,54S,B,II,b,AB,1,4,1,1,0,,,,
2736,54S,B,II,b,SS,0,5,0,,0,,,,
2737,54S,B,II,b,GD,0,6,0,,0,,,,
2738,54S,B,II,b,NG,1,7,1,0,0,,,,
2739,54S,B,II,b,AV,1,8,1,1,6,,,,
2740,54S,B,II,c,SS,1,1,1,0,0,,,,
883,10,E,IV,b,LE,1,5,1,0,0,,,senesced,
2742,54S,B,II,c,AB,1,4,1,1,0,,,,
2743,54S,B,II,c,NG,1,5,1,0,0,,,,
2635,53S,E,II,d,AV,1,1,1,1,0,,,senesced,
2745,54S,B,II,c,CB,0,7,0,,0,,,,
2292,53S,B,II,c,AV,1,3,1,1,2,,,senesced,
2055,53N,D,II,a,CB,1,6,1,1,1,,,senesced,
750,10,D,III,c,AV,1,5,1,1,0,,,senesced,
1209,52,D,IV,a,CB,1,1,1,1,13,,,senesced,
678,10,D,I,a,LE,1,4,1,0,0,,,senesced,
865,10,E,III,c,NG,1,8,0,1,0,,,senesced,
1930,53N,C,I,d,CB,1,2,1,1,13,,,senesced,
2951,54S,D,II,a,AV,1,2,1,0,0,,,senesced ,
2754,54S,B,III,a,NG,1,2,0,,0,,,,
2755,54S,B,III,a,AB,1,4,1,1,0,,,,
2756,54S,B,III,a,AV,1,5,1,1,8,,,,
2757,54S,B,III,a,GD,1,6,1,,,,,,
2758,54S,B,III,a,CB,1,7,1,0,0,,,,
2759,54S,B,III,a,LE,0,8,0,,0,,,,
2760,54S,B,III,a,SS,0,9,0,,0,,,,
2761,54S,B,III,b,AV,1,3,1,1,4,,,,
2762,54S,B,III,b,SS,1,4,1,0,3,,,,
2763,54S,B,III,b,AB,1,5,1,1,0,,,,
2764,54S,B,III,b,LE,1,6,1,0,17,,,,
2765,54S,B,III,b,NG,1,7,1,0,0,,,,
2766,54S,B,III,b,CB,1,8,1,1,11,1,1,,
2767,54S,B,III,b,GD,1,9,1,,,,,,
2768,54S,B,III,c,LE,0,2,0,,0,,,,
2769,54S,B,III,c,AV,1,3,1,1,2,,,,
2770,54S,B,III,c,CB,1,4,0,,0,,,,
2771,54S,B,III,c,GD,0,5,0,,,,,,
2772,54S,B,III,c,AB,1,6,1,1,0,,,,
2773,54S,B,III,c,SS,1,7,1,1,0,,,,
2774,54S,B,III,c,NG,1,9,1,1,3,,,,
2775,54S,B,III,d,NG,1,1,1,1,0,,,,
2776,54S,B,III,d,SS,0,2,0,,0,,,,
2777,54S,B,III,d,LE,0,3,0,,0,,,,
2778,54S,B,III,d,AV,1,4,1,0,0,,,,
2779,54S,B,III,d,AB,1,5,1,1,0,,,,
2780,54S,B,III,d,GD,0,7,0,,,,,,
2781,54S,B,III,d,CB,1,8,0,0,0,,,,
2782,54S,B,IV,a,LE,1,2,1,1,1,,,,
2783,54S,B,IV,a,AB,0,3,0,,0,,,,
2784,54S,B,IV,a,NG,1,4,1,1,8,,,,
624,10,C,III,a,AV,1,6,0,,0,,,"Small and yellow, may have been alive earlier this year",
2786,54S,B,IV,a,AV,1,6,1,0,0,,,,
2787,54S,B,IV,a,GD,1,7,1,,,,,,
2788,54S,B,IV,a,CB,1,9,1,1,0,,,,
2789,54S,B,IV,b,GD,1,2,1,,,,,,
2790,54S,B,IV,b,LE,0,3,0,,0,,,,
2791,54S,B,IV,b,SS,1,4,0,,0,,,,
2792,54S,B,IV,b,CB,1,6,0,,0,,,,
2793,54S,B,IV,b,AV,1,7,1,1,1,,,,
2794,54S,B,IV,b,AB,1,8,1,0,0,,,,
2795,54S,B,IV,b,NG,1,9,1,0,0,,,,
2796,54S,B,IV,c,AB,0,1,0,,0,,,,
2797,54S,B,IV,c,SS,0,2,0,,0,,,,
2798,54S,B,IV,c,NG,1,3,1,0,0,,,,
2799,54S,B,IV,c,AV,1,5,1,1,2,,,,
2800,54S,B,IV,c,CB,1,6,0,,0,,,,
2801,54S,B,IV,c,GD,0,7,0,,0,,,,
2802,54S,B,IV,c,LE,0,8,0,,0,,,,
2803,54S,B,IV,d,GD,0,2,0,,0,,,,
2804,54S,B,IV,d,LE,0,3,0,,0,,,,
2805,54S,B,IV,d,SS,0,4,0,,0,,,,
2806,54S,B,IV,d,CB,0,5,0,,1,,,,
2807,54S,B,IV,d,AB,1,6,1,1,0,,,,
2808,54S,B,IV,d,NG,1,7,1,0,0,,,,
2809,54S,B,IV,d,AV,1,8,1,1,0,,,,
2810,54S,C,I,a,GD,0,1,0,,,,,,
2811,54S,C,I,a,SS,1,2,1,1,0,,,,
2812,54S,C,I,a,NG,1,3,1,0,0,,,,
2813,54S,C,I,a,AB,1,4,1,0,0,,,,
2814,54S,C,I,a,AV,0,5,1,1,0,,,,
2815,54S,C,I,a,LE,1,7,0,,1,,,,
2816,54S,C,I,a,CB,1,8,1,1,3,,,,
2817,54S,C,I,b,NG,1,1,1,1,0,,,,
2818,54S,C,I,b,LE,1,2,0,,0,,,,
2819,54S,C,I,b,CB,1,3,1,1,2,,,,
2820,54S,C,I,b,GD,0,4,0,,,,,,
2821,54S,C,I,b,SS,1,5,1,1,8,,,,
2822,54S,C,I,b,AV,1,7,1,1,0,,,,
2823,54S,C,I,b,AB,1,8,1,1,0,,,,
2824,54S,C,I,c,LE,1,1,1,1,16,,,,
512,10,B,III,a,NG,0,7,1,,0,,,small but alive,
2826,54S,C,I,c,GD,0,3,0,,,,,,
2827,54S,C,I,c,AB,1,4,1,1,11,,,,
2828,54S,C,I,c,NG,1,5,1,1,0,,,,
2829,54S,C,I,c,SS,1,7,1,1,0,,,,
2830,54S,C,I,c,AV,1,8,1,1,0,,,,
2831,54S,C,I,d,CB,1,2,1,1,0,,,,
2832,54S,C,I,d,LE,1,3,1,0,0,,,,
2833,54S,C,I,d,NG,1,4,1,1,0,,,,
2834,54S,C,I,d,SS,1,5,1,1,0,,,,
2835,54S,C,I,d,AV,1,7,1,0,2,,,,
2836,54S,C,I,d,GD,0,8,0,,,,,,
2837,54S,C,I,d,AB,1,9,1,1,0,,,,
2838,54S,C,II,a,LE,1,2,1,0,4,,,,
2839,54S,C,II,a,AV,1,3,1,1,7,,,,
2840,54S,C,II,a,SS,1,4,1,1,3,,,,
2841,54S,C,II,a,AB,1,5,1,1,0,,,,
2842,54S,C,II,a,CB,1,6,1,1,5,,,,
2843,54S,C,II,a,NG,1,7,1,0,0,,,,
2844,54S,C,II,a,GD,0,9,1,,,,,,
2255,53S,B,I,b,SS,1,2,1,1,0,,,snag down through this plot,
2846,54S,C,II,b,AB,1,2,1,1,0,,,,
2847,54S,C,II,b,CB,1,3,0,0,27,1,3,,
2848,54S,C,II,b,GD,1,4,1,,,,,,
2849,54S,C,II,b,AV,1,5,1,1,0,,,,
2850,54S,C,II,b,NG,1,7,1,0,0,,,,
2851,54S,C,II,b,LE,1,8,0,,0,,,,
2852,54S,C,II,c,SS,1,3,1,1,0,,,,
2853,54S,C,II,c,GD,0,4,0,,,,,,
2854,54S,C,II,c,LE,1,5,1,1,0,,,,
2855,54S,C,II,c,AB,1,6,1,1,0,,,,
2856,54S,C,II,c,CB,1,7,1,1,2,,,,
2857,54S,C,II,c,AV,1,8,1,1,4,,,,
2858,54S,C,II,c,NG,1,9,1,1,0,,,,
2859,54S,C,II,d,AB,0,1,0,,0,,,,
2860,54S,C,II,d,SS,1,2,1,1,0,,,,
2861,54S,C,II,d,GD,0,4,0,,,,,,
2862,54S,C,II,d,CB,1,5,0,,0,,,,
2863,54S,C,II,d,LE,0,6,0,,0,,,,
2864,54S,C,II,d,AV,0,7,0,,0,,,,
2865,54S,C,II,d,NG,1,8,1,1,0,,,,
2866,54S,C,III,a,SS,0,1,0,,0,,,,
2867,54S,C,III,a,AB,1,2,1,1,0,,,,
2868,54S,C,III,a,NG,1,3,1,0,0,,,,
2869,54S,C,III,a,AV,1,5,1,1,0,,,,
2870,54S,C,III,a,LE,0,6,0,,0,,,,
2871,54S,C,III,a,GD,1,7,0,,,,,,
2872,54S,C,III,a,CB,1,8,1,1,0,,,,
2873,54S,C,III,b,NG,1,1,1,1,0,,,,
2874,54S,C,III,b,LE,0,2,0,,0,,,,
2875,54S,C,III,b,SS,1,3,1,1,0,,,,
2876,54S,C,III,b,GD,0,4,0,,,,,,
2877,54S,C,III,b,AB,1,5,1,1,2,,,,
2878,54S,C,III,b,AV,1,7,1,1,0,,,,
2879,54S,C,III,b,CB,1,8,1,1,3,,,,
2880,54S,C,III,c,AV,1,2,1,1,0,,,,
2881,54S,C,III,c,AB,0,3,0,,0,,,,
2882,54S,C,III,c,CB,1,4,1,1,8,,,,
2883,54S,C,III,c,LE,0,5,0,,0,,,,
2884,54S,C,III,c,SS,1,7,1,1,10,,,,
2885,54S,C,III,c,NG,0,8,0,,0,,,,
2886,54S,C,III,c,GD,0,9,0,,0,,,,
2887,54S,C,III,d,CB,1,1,1,1,1,,,,
2888,54S,C,III,d,GD,0,2,0,,,,,,
2889,54S,C,III,d,NG,1,3,1,1,0,,,,
2890,54S,C,III,d,SS,1,4,1,0,0,,,,
2891,54S,C,III,d,AV,1,6,1,1,0,,,,
2892,54S,C,III,d,AB,0,7,0,,0,,,,
2893,54S,C,III,d,LE,1,8,1,0,0,,,,
2894,54S,C,IV,a,GD,1,2,1,,,,,,
2895,54S,C,IV,a,AB,1,3,1,1,0,,,,
2896,54S,C,IV,a,AV,1,4,1,1,2,,,,
2897,54S,C,IV,a,SS,1,5,1,1,11,,,,
2547,53S,D,III,c,AV,1,8,1,1,33,,,Some may be same individual because they're close together,
2899,54S,C,IV,a,NG,1,8,1,0,0,,,,
2900,54S,C,IV,a,CB,1,9,1,1,25,,,,
2901,54S,C,IV,b,GD,1,2,1,,,,,,
2902,54S,C,IV,b,AV,1,4,1,1,0,,,,
2903,54S,C,IV,b,NG,1,5,1,1,0,,,,
2904,54S,C,IV,b,CB,1,6,1,1,4,,,,
2905,54S,C,IV,b,SS,0,7,0,,0,,,,
2906,54S,C,IV,b,AB,1,8,1,1,0,,,,
2907,54S,C,IV,b,LE,0,9,0,,8,,,,
2908,54S,C,IV,c,NG,1,2,1,1,0,,,,
2909,54S,C,IV,c,SS,0,3,0,,0,,,,
2910,54S,C,IV,c,LE,0,5,0,,0,,,,
2911,54S,C,IV,c,GD,0,6,0,,,,,,
2912,54S,C,IV,c,CB,1,7,1,1,18,,,,
2913,54S,C,IV,c,AB,0,8,0,,0,,,,
2914,54S,C,IV,c,AV,0,9,0,,1,,,,
2915,54S,C,IV,d,SS,0,1,0,,0,,,,
2916,54S,C,IV,d,GD,0,2,0,,,,,,
2917,54S,C,IV,d,AB,1,3,1,1,0,,,,
2918,54S,C,IV,d,NG,1,4,1,0,0,,,,
2919,54S,C,IV,d,LE,0,5,0,,0,,,,
2920,54S,C,IV,d,CB,0,7,0,,0,,,,
2921,54S,C,IV,d,AV,1,8,1,1,2,,,,
2922,54S,D,I,a,NG,1,2,1,1,0,,,,
2923,54S,D,I,a,SS,1,3,1,1,0,,,,
2924,54S,D,I,a,LE,1,4,1,0,0,,,,
2925,54S,D,I,a,GD,1,5,1,,,,,,
2926,54S,D,I,a,CB,1,6,1,1,0,,,,
2927,54S,D,I,a,AB,0,7,0,,0,,,,
2928,54S,D,I,a,AV,1,9,1,0,0,,,,
2929,54S,D,I,b,NG,0,1,0,,0,,,,
2930,54S,D,I,b,CB,0,2,0,,0,,,,
2931,54S,D,I,b,GD,0,3,0,,,,,,
2932,54S,D,I,b,SS,1,4,1,1,0,,,,
2933,54S,D,I,b,LE,0,6,0,,1,,,,
2934,54S,D,I,b,AV,1,7,1,1,3,,,,
2935,54S,D,I,b,AB,0,8,0,,0,,,,
2936,54S,D,I,c,CB,0,2,0,,0,,,,
2937,54S,D,I,c,NG,1,3,1,1,0,,,,
2938,54S,D,I,c,GD,0,4,0,,,,,,
2939,54S,D,I,c,AB,1,5,1,1,1,,,,
2940,54S,D,I,c,SS,0,6,0,,0,,,,
2941,54S,D,I,c,AV,1,8,1,1,13,,,,
2942,54S,D,I,c,LE,0,9,0,,0,,,,
2943,54S,D,I,d,AV,1,2,1,1,0,,,,
2944,54S,D,I,d,GD,0,3,0,,,,,,
2945,54S,D,I,d,CB,0,4,0,,0,,,,
2946,54S,D,I,d,SS,1,5,1,1,1,,,,
2947,54S,D,I,d,AB,1,6,1,1,0,,,,
2948,54S,D,I,d,NG,1,8,1,1,0,,,,
2949,54S,D,I,d,LE,0,9,0,,0,,,,
2950,54S,D,II,a,SS,1,1,1,1,0,,,,
1326,52,E,IV,a,AV,1,7,1,1,10,,,stalks damaged,
